Reported Date;Total Dead and Missing;Location Coordinates
Fri, 01/01/2021 - 12:00;2;29.36820243, -103.7272989
Sat, 01/02/2021 - 12:00;1;31.1745732, -105.3571764
Sat, 01/02/2021 - 12:00;7;35.97300155, 0.097709576
Sun, 01/03/2021 - 12:00;2;33.02654103, 13.33423606
Sun, 01/03/2021 - 12:00;2;33.02654103, 13.33423606
Sun, 01/03/2021 - 12:00;2;33.02654103, 13.33423606
Sun, 01/03/2021 - 12:00;1;33.02654103, 13.33423606
Sun, 01/03/2021 - 12:00;1;33.02654103, 13.33423606
Sun, 01/03/2021 - 12:00;12;-28.89352642, 27.89818156
Sun, 01/03/2021 - 12:00;1;36.33183667, 0.717642324
Sun, 01/03/2021 - 12:00;1;35.7694288, -0.7996491
Mon, 01/04/2021 - 12:00;1;35.4913096, -1.2197178
Mon, 01/04/2021 - 12:00;1;29.32804465, -100.9316879
Mon, 01/04/2021 - 12:00;7;8.629444874, -77.33744874
Tue, 01/05/2021 - 12:00;1;10.4302113, -75.5445593
Tue, 01/05/2021 - 12:00;4;28.2892937, -16.3786997
Tue, 01/05/2021 - 12:00;1;40.94315389, 26.34585211
Tue, 01/05/2021 - 12:00;1;31.43222381, -109.8928271
Tue, 01/05/2021 - 12:00;1;31.43222381, -109.8928271
Wed, 01/06/2021 - 12:00;1;0.8150687, -77.7165925
Wed, 01/06/2021 - 12:00;1;40.94447125, 26.35986622
Wed, 01/06/2021 - 12:00;2;35.1099953, -2.7307058
Wed, 01/06/2021 - 12:00;1;41.42192977, 26.6253197
Thu, 01/07/2021 - 12:00;1;27.75958328, -15.68554581
Thu, 01/07/2021 - 12:00;1;40.94382293, 26.35849293
Thu, 01/07/2021 - 12:00;10;35.14673478, -2.427162152
Thu, 01/07/2021 - 12:00;1;31.692633, -111.8142
Fri, 01/08/2021 - 12:00;1;28.713166, -100.5093583
Fri, 01/08/2021 - 12:00;2;35.17297089, -2.906640912
Fri, 01/08/2021 - 12:00;1;29.33161137, -100.9372101
Fri, 01/08/2021 - 12:00;1;28.697183, -100.3980824
Sat, 01/09/2021 - 12:00;1;28.7117767, -100.5134411
Sat, 01/09/2021 - 12:00;1;17.47226562, -91.42500125
Sat, 01/09/2021 - 12:00;1;32.678482, -115.985166
Sun, 01/10/2021 - 12:00;3;35.22517618, 11.15120828
Sun, 01/10/2021 - 12:00;1;27.8821317, -16.61265091
Sun, 01/10/2021 - 12:00;1;35.8859977, -5.3212788
Sun, 01/10/2021 - 12:00;1;35.9097178, -5.4004997
Sun, 01/10/2021 - 12:00;1;31.68276, -110.864752
Sun, 01/10/2021 - 12:00;1;27.21161534, 60.68482798
Mon, 01/11/2021 - 12:00;1;35.56733278, 11.81751055
Mon, 01/11/2021 - 12:00;1;32.51472, -111.8303
Mon, 01/11/2021 - 12:00;1;31.83375, -112.3743
Mon, 01/11/2021 - 12:00;1;32.542332, -112.343452
Tue, 01/12/2021 - 12:00;1;41.32424903, 26.4951148
Tue, 01/12/2021 - 12:00;1;35.8996913, -5.2794323
Wed, 01/13/2021 - 12:00;1;31.78536, -111.83111
Thu, 01/14/2021 - 12:00;1;41.66195052, 26.70196999
Thu, 01/14/2021 - 12:00;1;36.22571459, 36.50369628
Thu, 01/14/2021 - 12:00;1;30.564167, -104.1625
Thu, 01/14/2021 - 12:00;1;32.67996, -115.44769
Fri, 01/15/2021 - 12:00;1;31.33415, -110.11293
Sat, 01/16/2021 - 12:00;1;41.63564055, 26.4825442
Sat, 01/16/2021 - 12:00;1;26.87387748, -17.29929642
Sat, 01/16/2021 - 12:00;1;31.977452, -112.68819
Sat, 01/16/2021 - 12:00;1;29.47645121, 60.86744515
Sat, 01/16/2021 - 12:00;1;29.47645121, 60.86744515
Mon, 01/18/2021 - 12:00;3;37.10608588, -1.75887675
Mon, 01/18/2021 - 12:00;4;-17.8792941, -67.1556008
Tue, 01/19/2021 - 12:00;1;38.93846832, 26.17608376
Tue, 01/19/2021 - 12:00;43;32.97355156, 12.74816917
Tue, 01/19/2021 - 12:00;1;27.2269872, -98.1441714
Tue, 01/19/2021 - 12:00;1;31.963194, -112.16075
Wed, 01/20/2021 - 12:00;2;27.63856693, -18.07442612
Wed, 01/20/2021 - 12:00;1;27.41492993, -15.48831078
Wed, 01/20/2021 - 12:00;12;23.73083158, -15.96033042
Thu, 01/21/2021 - 12:00;1;30.55524, -104.70336
Fri, 01/22/2021 - 12:00;1;26.06148611, -98.79338179
Fri, 01/22/2021 - 12:00;2;26.06148611, -98.79338179
Fri, 01/22/2021 - 12:00;16;26.06148611, -98.79338179
Fri, 01/22/2021 - 12:00;1;50.5522319, 2.370908
Fri, 01/22/2021 - 12:00;1;32.67263, -115.3957
Sat, 01/23/2021 - 12:00;1;16.57222643, -95.10682307
Sat, 01/23/2021 - 12:00;1;31.648472, -111.257167
Sun, 01/24/2021 - 12:00;1;37.2141382, 0.39183721
Sun, 01/24/2021 - 12:00;2;33.03608223, 13.17554545
Sun, 01/24/2021 - 12:00;2;33.03608223, 13.17554545
Sun, 01/24/2021 - 12:00;1;33.03608223, 13.17554545
Sun, 01/24/2021 - 12:00;2;33.03608223, 13.17554545
Sun, 01/24/2021 - 12:00;8;33.03608223, 13.17554545
Sun, 01/24/2021 - 12:00;2;33.03608223, 13.17554545
Sun, 01/24/2021 - 12:00;1;10.9731583, -74.7804278
Sun, 01/24/2021 - 12:00;1;20.4602715, -100.6224706
Sun, 01/24/2021 - 12:00;1;31.463389, -109.076444
Mon, 01/25/2021 - 12:00;1;9.635836971, -73.78683013
Mon, 01/25/2021 - 12:00;1;36.69594666, 27.67600565
Mon, 01/25/2021 - 12:00;1;32.131, -113.237833
Tue, 01/26/2021 - 12:00;2;35.42653878, -1.248246587
Tue, 01/26/2021 - 12:00;2;32.9234588, 12.0775411
Tue, 01/26/2021 - 12:00;1;35.8432765, -5.3610346
Tue, 01/26/2021 - 12:00;1;28.4242507, -100.7646846
Tue, 01/26/2021 - 12:00;1;35.68940913, 51.38958967
Tue, 01/26/2021 - 12:00;1;32.4013, -115.3136
Wed, 01/27/2021 - 12:00;1;35.89656931, -5.300574116
Wed, 01/27/2021 - 12:00;10;6.174750949, -67.07825961
Wed, 01/27/2021 - 12:00;1;7.927093887, -72.48386771
Thu, 01/28/2021 - 12:00;1;31.71416, -111.95791
Thu, 01/28/2021 - 12:00;1;31.70588, -112.00148
Fri, 01/29/2021 - 12:00;2;32.7868817, 12.6934048
Fri, 01/29/2021 - 12:00;4;32.79307166, 13.7144354
Fri, 01/29/2021 - 12:00;1;41.88057683, 26.57182178
Fri, 01/29/2021 - 12:00;1;26.1087466, -98.2652505
Fri, 01/29/2021 - 12:00;1;32.54143422, -117.0448118
Fri, 01/29/2021 - 12:00;1;40.3197723, 21.4275888
Sat, 01/30/2021 - 12:00;2;41.8770148, 27.763265
Sat, 01/30/2021 - 12:00;1;32.55086017, -113.7245521
Sun, 01/31/2021 - 12:00;1;36.9436603, 7.2022727
Mon, 02/01/2021 - 12:00;1;20.5087233, -100.8300976
Mon, 02/01/2021 - 12:00;1;4.5971147, -74.0864237
Mon, 02/01/2021 - 12:00;1;5.7317573, -71.99683732
Mon, 02/01/2021 - 12:00;1;50.9669534, 1.8710906
Tue, 02/02/2021 - 12:00;2;25.84591716, -97.37103277
Tue, 02/02/2021 - 12:00;1;-19.2761393, -68.6388049
Tue, 02/02/2021 - 12:00;1;-19.2761393, -68.6388049
Tue, 02/02/2021 - 12:00;4;19.791083, 13.303945
Wed, 02/03/2021 - 12:00;1;16.7124054, 98.5746649
Wed, 02/03/2021 - 12:00;1;17.8307439, -93.3897441
Wed, 02/03/2021 - 12:00;2;32.53289729, 15.07522178
Thu, 02/04/2021 - 12:00;6;35.821783, -0.4831532
Thu, 02/04/2021 - 12:00;1;50.334773, 3.440537
Thu, 02/04/2021 - 12:00;1;31.71066, -111.86906
Thu, 02/04/2021 - 12:00;2;33.01514348, 12.60631099
Fri, 02/05/2021 - 12:00;1;32.90288617, 12.73580955
Fri, 02/05/2021 - 12:00;4;32.90288617, 12.73580955
Fri, 02/05/2021 - 12:00;1;32.78834106, 13.71186048
Fri, 02/05/2021 - 12:00;1;10.4742449, -73.2436335
Fri, 02/05/2021 - 12:00;1;31.84175, -112.4437
Fri, 02/05/2021 - 12:00;1;27.35022729, 62.35316592
Sat, 02/06/2021 - 12:00;1;16.75154107, -93.10309024
Sat, 02/06/2021 - 12:00;1;25.0966877, 10.16817753
Sat, 02/06/2021 - 12:00;1;35.68940913, 51.38958967
Sun, 02/07/2021 - 12:00;4;36.1440934, -5.3417241
Sun, 02/07/2021 - 12:00;1;35.86277284, -5.328762261
Sun, 02/07/2021 - 12:00;1;31.389361, -111.230389
Sun, 02/07/2021 - 12:00;2;33.01514348, 12.60631099
Sun, 02/07/2021 - 12:00;1;35.68940913, 51.38958967
Sun, 02/07/2021 - 12:00;22;18.59291, 10.578095
Mon, 02/08/2021 - 12:00;1;28.713166, -100.5093583
Mon, 02/08/2021 - 12:00;1;31.73563, -111.8275
Mon, 02/08/2021 - 12:00;1;35.68940913, 51.38958967
Mon, 02/08/2021 - 12:00;1;28.23007995, 61.19603687
Mon, 02/08/2021 - 12:00;1;27.35022729, 62.35316592
Tue, 02/09/2021 - 12:00;1;28.71317365, -100.5068478
Tue, 02/09/2021 - 12:00;1;35.90019118, -5.299989274
Tue, 02/09/2021 - 12:00;3;5.98740941, -57.1435619
Tue, 02/09/2021 - 12:00;2;19.87079787, -71.40140185
Tue, 02/09/2021 - 12:00;3;32.45945037, 21.23736071
Tue, 02/09/2021 - 12:00;1;31.9543, -112.4197
Wed, 02/10/2021 - 12:00;1;32.79973679, 12.78180512
Wed, 02/10/2021 - 12:00;8;21.749173, 23.59269844
Wed, 02/10/2021 - 12:00;8;21.749173, 23.59269844
Wed, 02/10/2021 - 12:00;2;21.749173, 23.59269844
Wed, 02/10/2021 - 12:00;1;32.75483468, 13.71666686
Wed, 02/10/2021 - 12:00;1;32.15258, -112.74925
Wed, 02/10/2021 - 12:00;4;32.75483468, 13.71666686
Wed, 02/10/2021 - 12:00;1;35.68940913, 51.38958967
Wed, 02/10/2021 - 12:00;1;28.95046741, 57.57054013
Wed, 02/10/2021 - 12:00;1;28.72996721, 53.33652472
Thu, 02/11/2021 - 12:00;1;28.7019633, -100.5048585
Thu, 02/11/2021 - 12:00;9;12.03248116, 95.73547526
Thu, 02/11/2021 - 12:00;2;33.03083222, 12.12354635
Thu, 02/11/2021 - 12:00;1;30.01463107, 14.25008292
Fri, 02/12/2021 - 12:00;1;14.90657249, -92.26359259
Sat, 02/13/2021 - 12:00;23;35.57736051, 12.59360665
Sat, 02/13/2021 - 12:00;1;27.99566687, 57.72427834
Sun, 02/14/2021 - 12:00;2;36.441151, -3.603180343
Sun, 02/14/2021 - 12:00;1;44.6145699, 17.9877428
Sun, 02/14/2021 - 12:00;2;32.92755182, 12.10964178
Sun, 02/14/2021 - 12:00;1;31.88472913, 54.33057395
Sun, 02/14/2021 - 12:00;1;31.84338571, 52.51348965
Mon, 02/15/2021 - 12:00;1;32.79441821, 12.56680102
Mon, 02/15/2021 - 12:00;1;45.22064907, 16.54942905
Mon, 02/15/2021 - 12:00;10;24.8240255, -80.8136783
Mon, 02/15/2021 - 12:00;1;8.378848547, -72.41203443
Mon, 02/15/2021 - 12:00;3;27.45546714, -80.05125773
Mon, 02/15/2021 - 12:00;2;27.45546714, -80.05125773
Mon, 02/15/2021 - 12:00;1;27.45546714, -80.05125773
Mon, 02/15/2021 - 12:00;1;31.914444, -111.913611
Mon, 02/15/2021 - 12:00;1;31.88472913, 54.33057395
Mon, 02/15/2021 - 12:00;1;28.23007995, 61.19603687
Mon, 02/15/2021 - 12:00;1;28.23007995, 61.19603687
Mon, 02/15/2021 - 12:00;1;28.23007995, 61.19603687
Mon, 02/15/2021 - 12:00;1;28.23007995, 61.19603687
Tue, 02/16/2021 - 12:00;1;27.4790481, -99.4814057
Tue, 02/16/2021 - 12:00;1;6.2476376, -75.5658153
Tue, 02/16/2021 - 12:00;1;31.9120215, -111.881234
Tue, 02/16/2021 - 12:00;1;27.21161534, 60.68482798
Wed, 02/17/2021 - 12:00;2;32.896939, 13.1708564
Wed, 02/17/2021 - 12:00;1;28.6805128, -100.5078173
Wed, 02/17/2021 - 12:00;1;28.6805128, -100.5078173
Wed, 02/17/2021 - 12:00;1;35.68940913, 51.38958967
Wed, 02/17/2021 - 12:00;1;30.27629382, 57.0662465
Wed, 02/17/2021 - 12:00;1;30.50953451, -104.4017249
Wed, 02/17/2021 - 12:00;1;16.976529, 7.989067
Thu, 02/18/2021 - 12:00;1;32.0681759, 23.941751
Thu, 02/18/2021 - 12:00;1;29.3222273, -103.2068216
Thu, 02/18/2021 - 12:00;1;14.9364483, -92.265659
Thu, 02/18/2021 - 12:00;1;31.78605, -111.811683
Thu, 02/18/2021 - 12:00;1;33.01514348, 12.60631099
Thu, 02/18/2021 - 12:00;1;35.68940913, 51.38958967
Thu, 02/18/2021 - 12:00;1;29.63186286, 52.51236196
Fri, 02/19/2021 - 12:00;2;31.56960031, 17.38213959
Fri, 02/19/2021 - 12:00;1;-2.342606049, -73.07057192
Fri, 02/19/2021 - 12:00;25;26.06751439, 14.83350461
Sat, 02/20/2021 - 12:00;1;35.72722908, -0.644029953
Sat, 02/20/2021 - 12:00;1;28.36796911, -99.30855138
Sat, 02/20/2021 - 12:00;41;33.89263386, 13.55340424
Sat, 02/20/2021 - 12:00;1;32.98310801, 13.27991557
Sat, 02/20/2021 - 12:00;3;34.26454725, 13.31096023
Sun, 02/21/2021 - 12:00;1;34.20213497, 13.04803315
Sun, 02/21/2021 - 12:00;1;34.20213497, 13.04803315
Sun, 02/21/2021 - 12:00;12;35.41265243, 12.58948677
Sun, 02/21/2021 - 12:00;1;32.22524, -113.04953
Sun, 02/21/2021 - 12:00;1;32.22536, -113.04941
Sun, 02/21/2021 - 12:00;1;31.900498, -111.532852
Sun, 02/21/2021 - 12:00;1;30.89202146, 61.68389773
Mon, 02/22/2021 - 12:00;4;29.36820243, -103.7272989
Mon, 02/22/2021 - 12:00;1;33.64056471, 13.25702465
Mon, 02/22/2021 - 12:00;2;35.26149447, -3.957496007
Mon, 02/22/2021 - 12:00;1;19.55102318, -71.71226423
Mon, 02/22/2021 - 12:00;1;17.47146346, -91.42477594
Mon, 02/22/2021 - 12:00;1;35.68940913, 51.38958967
Mon, 02/22/2021 - 12:00;1;35.68940913, 51.38958967
Mon, 02/22/2021 - 12:00;1;35.68940913, 51.38958967
Mon, 02/22/2021 - 12:00;1;28.23007995, 61.19603687
Tue, 02/23/2021 - 12:00;1;31.66905, -111.846417
Tue, 02/23/2021 - 12:00;1;35.68940913, 51.38958967
Wed, 02/24/2021 - 12:00;1;34.7205723, 11.1407184
Wed, 02/24/2021 - 12:00;1;32.1195, -113.1718
Fri, 02/26/2021 - 12:00;2;28.70516695, -100.5113856
Fri, 02/26/2021 - 12:00;1;31.05124289, 61.50177317
Fri, 02/26/2021 - 12:00;1;31.05124289, 61.50177317
Sat, 02/27/2021 - 12:00;1;27.4790538, -99.4814315
Sat, 02/27/2021 - 12:00;1;35.68940913, 51.38958967
Sat, 02/27/2021 - 12:00;1;32.25398987, 52.50577501
Sat, 02/27/2021 - 12:00;1;31.88472913, 54.33057395
Sat, 02/27/2021 - 12:00;1;29.51929069, 60.85182954
Sun, 02/28/2021 - 12:00;4;33.14510556, 13.58488495
Sun, 02/28/2021 - 12:00;1;33.14510556, 13.58488495
Sun, 02/28/2021 - 12:00;1;33.14510556, 13.58488495
Sun, 02/28/2021 - 12:00;5;33.14510556, 13.58488495
Sun, 02/28/2021 - 12:00;2;33.14510556, 13.58488495
Sun, 02/28/2021 - 12:00;2;33.14510556, 13.58488495
Sun, 02/28/2021 - 12:00;2;35.11183029, 11.02745108
Sun, 02/28/2021 - 12:00;1;28.6936675, -100.5106763
Sun, 02/28/2021 - 12:00;1;26.1753112, 14.73691443
Sun, 02/28/2021 - 12:00;1;27.1892535, 56.23307736
Mon, 03/01/2021 - 12:00;1;35.2841725, -2.9381673
Mon, 03/01/2021 - 12:00;1;28.65812669, -100.5017234
Mon, 03/01/2021 - 12:00;1;31.05124289, 61.50177317
